Mask Name,OBJID,Velocity (km/s),Mask Name(Check),OBJID(Check),HI,CO,RA,Dec
B2M33P,RHeB_b_268014,-174.0,B2M33P,RHeB_b_268014,-186.00112417154048,-206.3481241715405,23.56845833333333,30.614222222222224
B2M33P,RHeB_b_268071,-192.00000000000003,B2M33P,RHeB_b_268071,-195.5879502484693,-196.6069502484693,23.5505,30.6265
B2M33P,MS_268120,-186.0,B2M33P,MS_268120,-195.17185087778165,-203.83085087778164,23.554749999999995,30.623055555555556
B2M33P,RGB_268425,-179.99999999999997,B2M33P,RGB_268425,-193.74340155272873,-195.60540155272872,23.55608333333333,30.61325
B2M33P,RHeB_b_268834,-189.0,B2M33P,RHeB_b_268834,-184.28038871371882,-166.1703887137188,23.543666666666663,30.624333333333333
B2M33P,RHeB_b_275266,-167.99999999999997,B2M33P,RHeB_b_275266,-168.8995407620242,,23.522874999999996,30.62022222222222
B2M33P,RHeB_b_275286,-171.0,B2M33P,RHeB_b_275286,-161.48461506778327,,23.521541666666664,30.613972222222223
B2M33P,RHeB_b_275397,-141.0,B2M33P,RHeB_b_275397,-184.4665591409337,-167.37355914093368,23.528374999999997,30.607277777777778
B2M33P,AGB_275415,-156.0,B2M33P,AGB_275415,-179.55543081416135,-181.78943081416134,23.50275,30.62027777777778
B2M33P,MS_275495,-141.0,B2M33P,MS_275495,-176.37954706345508,,23.52991666666666,30.605694444444445
B2M33P,RHeB_b_275543,-156.0,B2M33P,RHeB_b_275543,-157.30186733993514,,23.516124999999995,30.605972222222224
B2M33P,RHeB_b_275650,-167.99999999999997,B2M33P,RHeB_b_275650,-189.764701943125,-186.460701943125,23.504291666666663,30.63347222222222
B2M33P,BHeB_b_275658,-153.0,B2M33P,BHeB_b_275658,-158.93768399283036,,23.510375,30.605972222222224
B2M33P,MS_275810,-150.0,B2M33P,MS_275810,-165.33963286890895,-168.06263286890896,23.50908333333333,30.611027777777778
B2M33P,RHeB_b_275831,-153.0,B2M33P,RHeB_b_275831,-163.96522267147702,-164.48422267147703,23.507041666666662,30.609694444444447
B2M33P,RHeB_b_276296,-141.0,B2M33P,RHeB_b_276296,-162.00222305432817,-162.53622305432816,23.511624999999995,30.609750000000002
B2M33P,MS_287492,-126.0,B2M33P,MS_287492,-155.549828940781,-170.80982894078102,23.455,30.63586111111111
B2M33P,AGB_287524,-132.0,B2M33P,AGB_287524,-168.6553973810923,-166.6123973810923,23.468291666666666,30.62677777777778
B2M33P,MS_287530,-144.0,B2M33P,MS_287530,-163.72109615032522,-162.07709615032522,23.47008333333333,30.6205
B2M33P,BHeB_b_287633,-159.0,B2M33P,BHeB_b_287633,-185.22720160695036,-190.17820160695035,23.485,30.633
B2M33P,BHeB_b_287733,-156.0,B2M33P,BHeB_b_287733,-182.84801192695107,,23.495124999999998,30.62213888888889
B2M33P,BHeB_b_301364,-144.0,B2M33P,BHeB_b_301364,-157.35572597423703,-154.66872597423705,23.445499999999996,30.611861111111114
B2M33P,MS_301365,-144.0,B2M33P,MS_301365,-169.50218338148565,-173.06918338148566,23.42833333333333,30.643194444444443
B2M33P,RHeB_b_301369,-150.0,B2M33P,RHeB_b_301369,-161.85107615757164,-156.77107615757166,23.458666666666666,30.619944444444446
B2M33P,BHeB_b_301387,-144.0,B2M33P,BHeB_b_301387,-158.98293111662426,-159.35593111662425,23.456791666666664,30.621694444444444
B2M33P,MS_301388,-144.0,B2M33P,MS_301388,-166.04432521533903,,23.423291666666664,30.63211111111111
B2M33P,RHeB_b_301407,-126.0,B2M33P,RHeB_b_301407,-158.98081054064457,,23.447541666666663,30.609583333333333
B2M33P,MS_301408,-153.0,B2M33P,MS_301408,-166.80098332215923,-172.40198332215923,23.419916666666666,30.635777777777776
B2M33P,RHeB_b_301425,-144.0,B2M33P,RHeB_b_301425,-166.4761198360295,-170.0811198360295,23.418541666666663,30.636666666666667
B2M33P,AGB_301452,-141.0,B2M33P,AGB_301452,-73.50247928403482,,23.444041666666664,30.634555555555554
B2M33P,BHeB_b_301500,-144.0,B2M33P,BHeB_b_301500,-262.1753786296628,-170.4143786296628,23.433041666666664,30.640166666666666
B2M33P,MS_301539,-144.0,B2M33P,MS_301539,-154.15901344393706,-158.49701344393705,23.439625,30.611027777777778
B2M33P,AGB_303090,-141.0,B2M33P,AGB_303090,-160.65677085962818,-158.2657708596282,23.463583333333332,30.61336111111111
B2M33P,BHeB_b_314737,-126.0,B2M33P,BHeB_b_314737,-144.2981285712962,-139.56312857129618,23.409166666666664,30.607694444444444
B2M33P,RHeB_b_315632,-126.0,B2M33P,RHeB_b_315632,-158.07596691091635,,23.40791666666666,30.617416666666667
B2M33P,AGB_323390,-144.0,B2M33P,AGB_323390,-165.3854200250884,,23.37295833333333,30.62686111111111
B2M33P,RGB_323790,-165.0,B2M33P,RGB_323790,-170.9971636157915,-171.78616361579148,23.36170833333333,30.642777777777777
B2M33P,RGB_324516,-174.0,B2M33P,RGB_324516,-180.38354952150596,-184.23854952150594,23.36958333333333,30.65813888888889
B2M33P,BHeB_b_329884,-162.0,B2M33P,BHeB_b_329884,-169.25298568210206,,23.537291666666665,30.58202777777778
B2M33P,MS_330175,-165.0,B2M33P,MS_330175,-175.36389893139005,-169.49689893139004,23.557416666666665,30.581722222222222
B2M33P,AGB_330465,-162.0,B2M33P,AGB_330465,-171.88757217689542,,23.54220833333333,30.583
B2M33P,RHeB_b_336739,-141.0,B2M33P,RHeB_b_336739,-158.48731343422565,-159.64531343422567,23.496624999999998,30.59586111111111
B2M33P,RHeB_b_336768,-141.0,B2M33P,RHeB_b_336768,-160.64316962595163,-152.6101696259516,23.505625,30.585083333333333
B2M33P,MS_336847,-135.0,B2M33P,MS_336847,-151.71462199205408,,23.501333333333328,30.58661111111111
B2M33P,BHeB_b_337003,-150.0,B2M33P,BHeB_b_337003,-152.8903960132304,,23.512874999999998,30.594388888888886
B2M33P,AGB_344732,-132.0,B2M33P,AGB_344732,-165.93856824692696,-150.63956824692696,23.473124999999996,30.588833333333334
B2M33P,AGB_344818,-144.0,B2M33P,AGB_344818,-158.10641101748192,,23.476249999999997,30.583027777777776
B2M33P,RHeB_b_344987,-144.0,B2M33P,RHeB_b_344987,-153.95544933985963,-148.26944933985962,23.488749999999996,30.583083333333335
B2M33P,AGB_345131,-141.0,B2M33P,AGB_345131,-148.1008450868611,,23.493499999999997,30.58536111111111
B2M33P,RHeB_b_345681,-150.0,B2M33P,RHeB_b_345681,-156.28712847169476,-159.73312847169476,23.46558333333333,30.5885
B2M33P,AGB_346417,-126.0,B2M33P,AGB_346417,-155.04274014369886,,23.46033333333333,30.598916666666664
B2M33P,RHeB_b_346433,-150.0,B2M33P,RHeB_b_346433,-163.22287907718285,-164.59987907718286,23.471333333333334,30.60225
B2M33P,MS_356793,-120.0,B2M33P,MS_356793,-154.5190344412523,-149.8800344412523,23.438,30.60552777777778
B2M33P,RHeB_b_356830,-132.0,B2M33P,RHeB_b_356830,-127.95478154957392,,23.42520833333333,30.609750000000002
B2M33P,RHeB_b_356918,-132.0,B2M33P,RHeB_b_356918,-155.5463188957795,-146.9603188957795,23.435499999999998,30.605583333333335
B2M33P,AGB_367148,-120.0,B2M33P,AGB_367148,-145.32424290981743,-154.85224290981745,23.404791666666664,30.597055555555553
B2M33P,RHeB_b_367191,-120.0,B2M33P,RHeB_b_367191,-140.8340152899087,,23.412625,30.58983333333333
B2M33P,MS_367269,-126.0,B2M33P,MS_367269,-143.81901003274263,,23.421791666666664,30.58438888888889
B2M33P,RHeB_b_367283,-132.0,B2M33P,RHeB_b_367283,-160.06833045481181,,23.387708333333332,30.598166666666664
B2M33P,RHeB_b_367458,-102.0,B2M33P,RHeB_b_367458,-90.38964034777923,,23.390041666666665,30.59358333333333
B2M33P,MS_368053,-129.0,B2M33P,MS_368053,-150.70588874584297,-149.98588874584297,23.395374999999998,30.61877777777778
B2M33P,RHeB_b_378511,-102.0,B2M33P,RHeB_b_378511,-73.67168262356896,,23.384791666666665,30.596194444444443
B2M33P,RHeB_b_378539,-189.0,B2M33P,RHeB_b_378539,-73.85115597835153,,23.366249999999997,30.599666666666664
B2M33P,RHeB_b_378603,-114.0,B2M33P,RHeB_b_378603,-141.43158797081014,,23.391374999999996,30.58908333333333
B2M33P,RHeB_b_413869,-114.0,B2M33P,RHeB_b_413869,-281.75120952134546,,23.39270833333333,30.587138888888887
B2M33P,CFHT185071,-141.0,B2M33P,CFHT185071,-149.45280724463183,-155.12980724463185,23.49795833333333,30.585444444444445
B2M33P,CFHT185695,-138.0,B2M33P,CFHT185695,-188.60338879579584,,23.604041666666664,30.58761111111111
B2M33P,CFHT188342,-179.99999999999997,B2M33P,CFHT188342,-193.7844625583275,,23.595124999999996,30.594666666666665
B2M33P,CFHT189919,-138.0,B2M33P,CFHT189919,-151.15903494913294,-153.72603494913295,23.45220833333333,30.599666666666664
B2M33P,CFHT190033,-156.0,B2M33P,CFHT190033,-194.78995706954964,,23.619249999999994,30.599916666666665
B2M33P,CFHT191336,-156.0,B2M33P,CFHT191336,-74.03667410959123,,23.34695833333333,30.60366666666667
B2M33P,CFHT195501,-156.0,B2M33P,CFHT195501,-172.1343389026318,-182.3873389026318,23.477624999999996,30.61416666666667
B2M33P,CFHT198791,-174.0,B2M33P,CFHT198791,-173.60909130324973,-181.8180913032497,23.514666666666663,30.625055555555555
C1M33P,KG268,-228.0,C1M33P,KG268,-225.70885915869647,-215.26985915869645,23.417166666666663,30.722944444444444
C1M33P,AGB_115156,-210.0,C1M33P,AGB_115156,-309.87301817843337,,23.603249999999996,30.702305555555554
C1M33P,RHeB_b_115240,-179.99999999999997,C1M33P,RHeB_b_115240,-232.86039781024866,,23.605249999999998,30.704055555555556
C1M33P,MS_117546,-210.0,C1M33P,MS_117546,-203.82269368057828,-199.1106936805783,23.582124999999994,30.65694444444444
C1M33P,AGB_117739,-261.0,C1M33P,AGB_117739,-219.50253097658822,-227.0765309765882,23.557916666666664,30.70575
C1M33P,AGB_117747,-201.0,C1M33P,AGB_117747,-106.61914890004294,,23.579291666666663,30.690416666666668
C1M33P,AGB_119300,-201.0,C1M33P,AGB_119300,-211.50783142756913,-210.01183142756912,23.587291666666662,30.66047222222222
C1M33P,RHeB_b_125858,-243.0,C1M33P,RHeB_b_125858,-228.921925912881,,23.529999999999998,30.69961111111111
C1M33P,MS_125871,-207.0,C1M33P,MS_125871,-72.84766122647872,,23.549291666666665,30.673472222222223
C1M33P,MS_125879,-207.0,C1M33P,MS_125879,-196.56406503810547,,23.547916666666666,30.66638888888889
C1M33P,MS_125892,-240.0,C1M33P,MS_125892,-211.6701689500545,,23.55516666666666,30.67902777777778
C1M33P,RHeB_b_125911,-252.0,C1M33P,RHeB_b_125911,-230.41971276677276,,23.51845833333333,30.705055555555553
C1M33P,MS_125915,-237.0,C1M33P,MS_125915,-224.22404722477748,,23.53345833333333,30.69011111111111
C1M33P,RHeB_b_125923,-249.0,C1M33P,RHeB_b_125923,-234.2002085578194,,23.53175,30.705916666666667
C1M33P,RHeB_b_126021,-201.0,C1M33P,RHeB_b_126021,-73.04263947375959,,23.536125,30.68175
C1M33P,AGB_126078,-255.0,C1M33P,AGB_126078,-229.21221137698367,-239.93821137698367,23.546666666666663,30.704583333333332
C1M33P,RHeB_b_126241,-249.0,C1M33P,RHeB_b_126241,-225.41335049188018,,23.51558333333333,30.701638888888887
C1M33P,RHeB_b_137032,-189.0,C1M33P,RHeB_b_137032,-235.80609919944322,,23.51283333333333,30.693805555555556
C1M33P,RHeB_b_137035,-249.0,C1M33P,RHeB_b_137035,-232.2289550315364,-224.2949550315364,23.49295833333333,30.697555555555557
C1M33P,AGB_137071,-237.0,C1M33P,AGB_137071,-225.43313766315651,,23.509458333333328,30.700138888888887
C1M33P,RHeB_b_137160,-252.0,C1M33P,RHeB_b_137160,-217.34950030681114,-216.47150030681115,23.506666666666664,30.678250000000002
C1M33P,MS_137362,-249.0,C1M33P,MS_137362,-230.07329181875963,-233.2902918187596,23.497208333333333,30.694916666666668
C1M33P,RGB_141773,-252.0,C1M33P,RGB_141773,-236.02725216598947,-233.47925216598946,23.51408333333333,30.684305555555557
C1M33P,BHeB_b_150171,-240.0,C1M33P,BHeB_b_150171,-346.89141281726927,-212.62741281726935,23.45295833333333,30.70311111111111
C1M33P,RHeB_b_150179,-243.0,C1M33P,RHeB_b_150179,-229.05773436091613,-228.54473436091615,23.47533333333333,30.691444444444446
C1M33P,RHeB_b_150182,-225.0,C1M33P,RHeB_b_150182,-215.5396944086463,-215.9616944086463,23.448416666666667,30.696527777777778
C1M33P,MS_150196,-231.0,C1M33P,MS_150196,-223.98317386394967,-221.2961738639497,23.46545833333333,30.684416666666667
C1M33P,MS_150215,-231.0,C1M33P,MS_150215,-222.5999741534363,-224.9909741534363,23.44220833333333,30.710277777777776
C1M33P,BHeB_b_150248,-225.0,C1M33P,BHeB_b_150248,-220.2509053741859,,23.43145833333333,30.712
C1M33P,AGB_150254,-240.0,C1M33P,AGB_150254,-218.22321869609289,-224.79121869609287,23.457749999999997,30.68986111111111
C1M33P,RHeB_b_150322,-222.0,C1M33P,RHeB_b_150322,-207.00227903830154,,23.45633333333333,30.682277777777777
C1M33P,RHeB_b_150633,-240.0,C1M33P,RHeB_b_150633,-232.1747913270502,-228.7047913270502,23.471291666666666,30.688083333333335
C1M33P,BHeB_b_150819,-225.0,C1M33P,BHeB_b_150819,-212.2841043388305,-211.1351043388305,23.45433333333333,30.688166666666667
C1M33P,BHeB_b_168629,-219.0,C1M33P,BHeB_b_168629,-214.24937493158515,-211.22337493158514,23.428625,30.703666666666667
C1M33P,MS_168642,-225.0,C1M33P,MS_168642,-200.82422359764527,,23.410833333333333,30.709888888888887
C1M33P,MS_168674,-213.0,C1M33P,MS_168674,-209.02589552028763,-214.47389552028764,23.423249999999996,30.69461111111111
C1M33P,RHeB_b_168675,-219.0,C1M33P,RHeB_b_168675,-213.1499784149475,-211.4719784149475,23.42720833333333,30.707194444444443
C1M33P,MS_168761,-222.0,C1M33P,MS_168761,-207.72669714999876,,23.40958333333333,30.71313888888889
C1M33P,MS_168767,-213.0,C1M33P,MS_168767,-218.15628874377194,-206.50328874377192,23.440916666666663,30.692055555555555
C1M33P,RHeB_b_168768,-213.0,C1M33P,RHeB_b_168768,-209.22064127943983,-204.27364127943983,23.412875,30.703
C1M33P,AGB_169692,-204.00000000000003,C1M33P,AGB_169692,-205.66588487747205,,23.399791666666662,30.71897222222222
C1M33P,RHeB_b_180470,-216.0,C1M33P,RHeB_b_180470,-205.49555325193518,,23.387541666666664,30.696361111111113
C1M33P,AGB_180471,-213.0,C1M33P,AGB_180471,-195.11845862058618,,23.390291666666663,30.706333333333333
C1M33P,MS_180497,-201.0,C1M33P,MS_180497,-192.42298163816108,-195.18398163816107,23.391666666666662,30.688083333333335
C1M33P,MS_180512,-189.0,C1M33P,MS_180512,-149.753586507637,,23.384624999999996,30.693944444444444
C1M33P,BHeB_b_184999,-192.00000000000003,C1M33P,BHeB_b_184999,-206.87927067423564,-209.64727067423564,23.561999999999998,30.653555555555553
C1M33P,RHeB_b_185180,-222.0,C1M33P,RHeB_b_185180,-207.53443060487947,,23.55383333333333,30.659805555555554
C1M33P,BHeB_b_185418,-144.0,C1M33P,BHeB_b_185418,-200.620004645514,-202.545004645514,23.573958333333334,30.650166666666664
C1M33P,MS_194628,-210.0,C1M33P,MS_194628,-205.81073405332347,-206.99673405332348,23.53783333333333,30.654138888888887
C1M33P,RHeB_b_194637,-216.0,C1M33P,RHeB_b_194637,-204.3958828326641,,23.520624999999995,30.65636111111111
C1M33P,RHeB_b_194705,-207.0,C1M33P,RHeB_b_194705,-73.26623072190365,-209.47023072190365,23.499999999999996,30.667055555555557
C1M33P,RHeB_b_194991,-222.0,C1M33P,RHeB_b_194991,-211.46666855718436,-212.47666855718435,23.527249999999995,30.66
C1M33P,RHeB_b_207833,-195.0,C1M33P,RHeB_b_207833,-202.13776724708424,,23.494999999999997,30.65925
C1M33P,RHeB_b_207851,-195.0,C1M33P,RHeB_b_207851,-200.380232256208,,23.480833333333333,30.654777777777777
C1M33P,RHeB_b_207854,-222.0,C1M33P,RHeB_b_207854,-209.43552405578524,-215.43252405578522,23.467166666666664,30.668444444444447
C1M33P,RHeB_b_207862,-216.0,C1M33P,RHeB_b_207862,-173.90585403570162,,23.49020833333333,30.64752777777778
C1M33P,AGB_207888,-219.0,C1M33P,AGB_207888,-210.7783610959791,-209.80536109597912,23.477166666666665,30.671666666666667
C1M33P,MS_207902,-213.0,C1M33P,MS_207902,-206.5033918995537,-211.2183918995537,23.462666666666667,30.66802777777778
C1M33P,RHeB_b_207915,-225.0,C1M33P,RHeB_b_207915,-210.25953160952295,-210.83253160952296,23.479249999999997,30.673416666666668
C1M33P,AGB_207929,-207.0,C1M33P,AGB_207929,-204.48147274126933,,23.501374999999996,30.657555555555554
C1M33P,RHeB_b_207999,-231.0,C1M33P,RHeB_b_207999,-210.92227639828894,-199.54727639828894,23.482666666666663,30.67688888888889
C1M33P,BHeB_b_208035,-216.0,C1M33P,BHeB_b_208035,-215.5528005193123,-219.2538005193123,23.469624999999997,30.676583333333333
C1M33P,MS_208407,-198.0,C1M33P,MS_208407,-199.47178070631313,-199.68978070631312,23.503749999999997,30.652194444444444
C1M33P,RHeB_b_230484,-183.0,C1M33P,RHeB_b_230484,-195.82635732857077,,23.445291666666666,30.665999999999997
C1M33P,RHeB_b_230500,-231.0,C1M33P,RHeB_b_230500,-189.50902644801536,-190.32602644801534,23.4595,30.661055555555553
C1M33P,MS_230532,-167.99999999999997,C1M33P,MS_230532,-178.81235707385267,-178.63635707385268,23.446749999999998,30.65588888888889
C1M33P,RHeB_b_230625,-207.0,C1M33P,RHeB_b_230625,-199.35950472874103,,23.425874999999998,30.672583333333336
C1M33P,MS_230632,-219.0,C1M33P,MS_230632,-203.46299225425784,-215.12099225425783,23.43525,30.679361111111113
C1M33P,RHeB_b_230726,-189.0,C1M33P,RHeB_b_230726,-197.50880858374717,-201.17780858374718,23.439708333333332,30.667722222222224
C1M33P,RHeB_b_253407,-189.0,C1M33P,RHeB_b_253407,-187.00262335821603,,23.41583333333333,30.66361111111111
C1M33P,MS_253503,-183.0,C1M33P,MS_253503,-185.19512213094868,-191.87412213094865,23.397041666666667,30.673333333333336
C1M33P,MS_253556,-189.0,C1M33P,MS_253556,-186.5226911748076,,23.398374999999998,30.680777777777777
C1M33P,MS_253614,-195.0,C1M33P,MS_253614,-188.83779450393843,,23.39570833333333,30.687
C1M33P,RGB_255873,-177.0,C1M33P,RGB_255873,-179.78137037615141,-197.1473703761514,23.392999999999997,30.677305555555556
C1M33P,MS_262140,-213.0,C1M33P,MS_262140,-210.94837886741377,-220.51237886741376,23.420749999999998,30.698722222222223
C1M33P,RHeB_b_262194,-189.0,C1M33P,RHeB_b_262194,-199.51129815773447,,23.37145833333333,30.693583333333333
C1M33P,RHeB_b_262195,-189.0,C1M33P,RHeB_b_262195,-188.6387555147837,,23.373166666666666,30.68663888888889
C1M33P,RHeB_b_262214,-174.0,C1M33P,RHeB_b_262214,-182.54321013128904,,23.376374999999996,30.667694444444447
C1M33P,AGB_262236,-189.0,C1M33P,AGB_262236,-187.76913896994577,-190.05913896994576,23.368624999999998,30.671694444444444
C1M33P,BHeB_b_262239,-195.0,C1M33P,BHeB_b_262239,-186.29173542211456,-200.50973542211457,23.378541666666663,30.68775
C1M33P,MS_262259,-189.0,C1M33P,MS_262259,-193.79388916198045,,23.367375,30.686722222222222
C1M33P,RHeB_b_262353,-179.99999999999997,C1M33P,RHeB_b_262353,-189.24897654575256,,23.364791666666665,30.673194444444444
C1M33P,MS_262379,-177.0,C1M33P,MS_262379,-180.6462551118384,-181.75425511183835,23.366083333333332,30.667416666666668
C1M33P,RGB_262735,-195.0,C1M33P,RGB_262735,-200.28177283446965,,23.369916666666665,30.694027777777777
C1M33P,BHeB_b_263214,-147.0,C1M33P,BHeB_b_263214,-180.04206171813266,,23.379916666666663,30.66369444444444
C1M33P,MS_287502,-171.0,C1M33P,MS_287502,-169.5405677354801,-168.5065677354801,23.473208333333332,30.647666666666666
C1M33P,MS_323338,-165.0,C1M33P,MS_323338,-176.16059974246238,,23.363416666666666,30.652527777777777
C1M33P,AGB_323342,-165.0,C1M33P,AGB_323342,-174.4712431811501,-177.7072431811501,23.361666666666665,30.651416666666666
C1M33P,CFHT207657,-132.0,C1M33P,CFHT207657,-173.9570726648027,-172.0050726648027,23.355624999999996,30.649805555555556
C1M33P,CFHT219204,-114.0,C1M33P,CFHT219204,-88.52034070974004,,23.62833333333333,30.680944444444446
C1M33P,CFHT222804,-216.0,C1M33P,CFHT222804,-213.93591080129613,,23.63045833333333,30.693555555555555
C1M33P,CFHT223284,-252.0,C1M33P,CFHT223284,-111.48808339855593,,23.634541666666664,30.694555555555556
C1M33P,CFHT223351,-225.0,C1M33P,CFHT223351,-212.40538621795696,,23.625499999999995,30.6935
C1M33P,CFHT223822,-189.0,C1M33P,CFHT223822,-195.70593572137517,,23.35833333333333,30.696694444444443
C1M33P,CFHT224540,-189.0,C1M33P,CFHT224540,-113.05125587425223,,23.35695833333333,30.696527777777778
C2M33P,AGB_323433,-183.0,C2M33P,AGB_323433,-174.38757864316787,-170.14657864316789,23.360291666666665,30.649527777777777
C2M33P,AGB_115200,-198.0,C2M33P,AGB_115200,-233.64449519896812,,23.58420833333333,30.712166666666665
C2M33P,MS_117316,-213.0,C2M33P,MS_117316,-208.49723685738576,,23.564874999999997,30.686333333333334
C2M33P,BHeB_b_117321,-204.00000000000003,C2M33P,BHeB_b_117321,-202.8429087198716,-204.2589087198716,23.578791666666664,30.655694444444443
C2M33P,BHeB_b_117428,-228.0,C2M33P,BHeB_b_117428,-329.0041536344722,,23.576999999999998,30.687305555555557
C2M33P,RHeB_b_117463,-231.0,C2M33P,RHeB_b_117463,-218.52928745021845,-223.86628745021844,23.562166666666666,30.705305555555555
C2M33P,AGB_118296,-213.0,C2M33P,AGB_118296,-210.09691511473866,,23.57558333333333,30.674444444444447
C2M33P,AGB_124809,-243.0,C2M33P,AGB_124809,-227.17267851493924,-224.30567851493925,23.553041666666665,30.709027777777777
C2M33P,RHeB_b_125864,-237.0,C2M33P,RHeB_b_125864,-225.07022651704,-228.34822651704,23.531874999999996,30.694666666666667
C2M33P,RHeB_b_125882,-237.0,C2M33P,RHeB_b_125882,-258.6110306237011,,23.55433333333333,30.680222222222223
C2M33P,RHeB_b_126035,-273.0,C2M33P,RHeB_b_126035,-253.15380641807022,,23.536416666666664,30.681250000000002
C2M33P,RHeB_b_126047,-237.0,C2M33P,RHeB_b_126047,-230.26510662462113,-226.40810662462113,23.521374999999995,30.70647222222222
C2M33P,RHeB_b_126069,-237.0,C2M33P,RHeB_b_126069,-226.06251777203735,-228.73451777203735,23.533624999999997,30.696583333333333
C2M33P,BHeB_b_126081,-252.0,C2M33P,BHeB_b_126081,-234.75681485570954,-235.11781485570953,23.5265,30.707416666666667
C2M33P,BHeB_b_126085,-216.0,C2M33P,BHeB_b_126085,-201.5630910156139,-214.30309101561392,23.546999999999997,30.667611111111114
C2M33P,BHeB_b_126189,-204.00000000000003,C2M33P,BHeB_b_126189,-207.83160459870322,,23.551624999999994,30.67688888888889
C2M33P,RHeB_b_126547,-207.0,C2M33P,RHeB_b_126547,-206.61786564717988,,23.548666666666662,30.6675
C2M33P,RGB_126992,-255.0,C2M33P,RGB_126992,-229.39756465807412,-238.13556465807412,23.539875,30.712833333333332
C2M33P,BHeB_b_134770,-234.0,C2M33P,BHeB_b_134770,-227.12338560650147,-228.5393856065015,23.52295833333333,30.686333333333334
C2M33P,BHeB_b_137040,-234.0,C2M33P,BHeB_b_137040,-146.40161170543948,,23.50845833333333,30.688027777777776
C2M33P,AGB_137056,-219.0,C2M33P,AGB_137056,-216.21189954584824,-204.34689954584826,23.503666666666664,30.673944444444444
C2M33P,RHeB_b_137072,-249.0,C2M33P,RHeB_b_137072,-229.70012971699424,,23.49195833333333,30.69511111111111
C2M33P,RHeB_b_137119,-234.0,C2M33P,RHeB_b_137119,-229.9901631891217,-233.2401631891217,23.49520833333333,30.688972222222223
C2M33P,BHeB_b_137149,-228.0,C2M33P,BHeB_b_137149,-217.29175571164276,-221.20875571164274,23.505791666666664,30.673166666666667
C2M33P,BHeB_b_137450,-243.0,C2M33P,BHeB_b_137450,-233.16375685345028,,23.50208333333333,30.702333333333332
C2M33P,RHeB_b_150174,-207.0,C2M33P,RHeB_b_150174,-219.49449335906968,,23.447791666666664,30.698527777777777
C2M33P,BHeB_b_150181,-219.0,C2M33P,BHeB_b_150181,-205.56038584418923,,23.45520833333333,30.68052777777778
C2M33P,MS_150185,-225.0,C2M33P,MS_150185,-219.28664468442744,,23.434291666666667,30.713055555555556
C2M33P,BHeB_b_150228,-213.0,C2M33P,BHeB_b_150228,-208.00778368606018,-211.1537836860602,23.456541666666666,30.683972222222224
C2M33P,AGB_150293,-225.0,C2M33P,AGB_150293,-210.56392707098053,-212.76792707098053,23.46283333333333,30.67952777777778
C2M33P,RHeB_b_150318,-225.0,C2M33P,RHeB_b_150318,-249.65510013605038,-220.2591001360504,23.44470833333333,30.705861111111112
C2M33P,MS_150509,-231.0,C2M33P,MS_150509,-235.07200146857105,-219.62000146857102,23.453666666666663,30.705583333333333
C2M33P,RHeB_b_150701,-225.0,C2M33P,RHeB_b_150701,-217.3754369515062,-226.7814369515062,23.479624999999995,30.688694444444444
C2M33P,RHeB_b_150739,-231.0,C2M33P,RHeB_b_150739,-222.53223228388995,,23.441916666666668,30.709444444444443
C2M33P,RHeB_b_168662,-225.0,C2M33P,RHeB_b_168662,-216.65563731102026,,23.436083333333332,30.701277777777776
C2M33P,BHeB_b_168669,-201.0,C2M33P,BHeB_b_168669,-207.03039977165906,-220.2733997716591,23.42295833333333,30.693444444444445
C2M33P,BHeB_b_168746,-201.0,C2M33P,BHeB_b_168746,-204.69770183884296,,23.424374999999998,30.688944444444445
C2M33P,MS_168753,-207.0,C2M33P,MS_168753,-217.03873339071316,,23.440291666666667,30.696083333333334
C2M33P,AGB_168812,-207.0,C2M33P,AGB_168812,-211.40532516345445,-218.08932516345445,23.425625,30.70136111111111
C2M33P,BHeB_b_168827,-225.0,C2M33P,BHeB_b_168827,-218.23416269601506,,23.42095833333333,30.71463888888889
C2M33P,MS_168904,-213.0,C2M33P,MS_168904,-210.35958208708954,-212.96358208708952,23.429291666666664,30.700222222222223
C2M33P,MS_180458,-213.0,C2M33P,MS_180458,-190.911987849045,-194.40698784904498,23.38720833333333,30.693305555555554
C2M33P,RHeB_b_180478,-201.0,C2M33P,RHeB_b_180478,-197.92152326761533,,23.378875,30.695138888888888
C2M33P,BHeB_b_180618,-201.0,C2M33P,BHeB_b_180618,-196.98492586745306,,23.38058333333333,30.702694444444443
C2M33P,MS_180627,-201.0,C2M33P,MS_180627,-190.7652440313489,-195.6962440313489,23.392541666666666,30.688388888888888
C2M33P,RHeB_b_180669,-201.0,C2M33P,RHeB_b_180669,-195.73475207573964,-189.58175207573964,23.399374999999996,30.693361111111113
C2M33P,AGB_180948,-210.0,C2M33P,AGB_180948,-162.97503607815472,-217.1930360781547,23.390624999999996,30.69772222222222
C2M33P,RGB_181855,-189.0,C2M33P,RGB_181855,-197.55885786792138,,23.381916666666665,30.69075
C2M33P,MS_184958,-207.0,C2M33P,MS_184958,-204.26848077025025,-215.87148077025023,23.543791666666664,30.65447222222222
C2M33P,RHeB_b_184966,-225.0,C2M33P,RHeB_b_184966,-212.3112144008356,,23.545666666666662,30.661805555555553
C2M33P,AGB_185288,-213.0,C2M33P,AGB_185288,-202.08730491842104,-208.77630491842103,23.56333333333333,30.662444444444443
